GCA_000015785.1	326423
GCA_000015845.1	325240
GCA_000015885.1	416269
GCA_000015905.1	320373
GCA_000016045.1	423368
GCA_000016265.1	311403
GCA_000016305.1	272620
GCA_000016625.1	416276
GCA_000016725.1	349163
GCA_000016945.1	349747
GCA_000016965.1	290402
GCA_000017005.1	467705
GCA_000017025.1	441770
GCA_000017065.1	441772
GCA_000017145.1	366394
GCA_000017205.1	381754
GCA_000017245.1	339671
GCA_000017325.1	402882
GCA_000017445.3	452659
GCA_000017465.1	360105
GCA_000017605.1	355278
GCA_000017665.1	290339
GCA_000017725.1	360104
GCA_000017865.1	416591
GCA_000017885.1	315750
GCA_000017905.1	407148
GCA_000018005.1	298653
GCA_000018045.1	290338
GCA_000018245.1	391896
GCA_000018445.1	405416
GCA_000018665.1	398578
GCA_000018765.1	399599
GCA_000018825.1	315730
GCA_000018845.1	419610
GCA_000019005.1	488223
GCA_000019025.1	487213
GCA_000019045.1	491915
GCA_000019065.1	399726
GCA_000019125.1	76869
GCA_000019205.1	306263
GCA_000019245.3	1597
GCA_000019305.1	498213
GCA_000019325.1	405440
GCA_000019365.1	426117
GCA_000019405.1	228400
GCA_000019505.1	406425
GCA_000019545.1	498214
GCA_000019565.1	244366
GCA_000019625.1	126740
GCA_000019645.1	439855
GCA_000019865.1	434923
GCA_000019885.1	434924
GCA_000019905.1	262543
GCA_000019925.1	398577
GCA_000019945.1	441620
GCA_000020245.1	512562
GCA_000020285.1	508767
GCA_000020305.1	320483
GCA_000020345.1	515621
GCA_000020405.1	537457
GCA_000020425.1	391904
GCA_000020445.1	395960
GCA_000020705.1	454169
GCA_000020745.1	439843
GCA_000020765.1	552526
GCA_000020785.1	380749
GCA_000020805.1	447217
GCA_000020825.1	380394
GCA_000020845.1	388396
GCA_000020865.1	1263550
GCA_000020885.1	454166
GCA_000020925.1	439851
GCA_000021005.1	557760
GCA_000021025.1	557598
GCA_000021045.1	322710
GCA_000021065.1	561501
GCA_000021085.1	563178
GCA_000021165.1	563041
GCA_000021185.1	552536
GCA_000021205.1	405532
GCA_000021285.1	484019
GCA_000021345.1	395492
GCA_000021365.1	504832
GCA_000021425.1	442563
GCA_000021665.1	407976
GCA_000021765.1	164330
GCA_000021845.1	440085
GCA_000021885.1	557723
GCA_000021905.1	218208
GCA_000022105.1	565034
GCA_000022285.1	66084
GCA_000022305.1	535289
GCA_000022645.2	626418
GCA_000022685.1	272630
GCA_000022765.1	536232
GCA_000022785.1	449216
GCA_000022885.2	634503
GCA_000022925.1	637381
GCA_000022985.1	634176
GCA_000023005.1	347255
GCA_000023045.1	360911
GCA_000023085.1	644042
GCA_000023165.1	436113
GCA_000023545.1	579405
GCA_000023565.1	561229
GCA_000023605.1	561230
GCA_000023745.1	582744
GCA_000023765.2	537021
GCA_000023805.1	684950
GCA_000024145.1	406984
GCA_000024245.1	622759
GCA_000024445.1	401473
GCA_000024525.1	504472
GCA_000024585.1	681288
GCA_000024645.1	561231
GCA_000024685.1	481743
GCA_000024825.1	150340
GCA_000025025.1	311424
GCA_000025045.1	684738
GCA_000025065.1	590409
GCA_000025085.1	698737
GCA_000025105.1	590168
GCA_000025365.1	710128
GCA_000025385.1	708616
GCA_000025405.2	706191
GCA_000025465.1	640131
GCA_000025645.1	580331
GCA_000025765.1	553199
GCA_000025805.1	592022
GCA_000025825.1	545693
GCA_000026025.1	218497
GCA_000026065.1	314315
GCA_000026085.1	166935
GCA_000026305.1	585397
GCA_000026325.1	585056
GCA_000026405.1	349519
GCA_000026485.1	1597
GCA_000026525.1	568704
GCA_000026585.1	553482
GCA_000026605.1	40041
GCA_000026725.1	568813
GCA_000026745.1	568814
GCA_000027045.1	663951
GCA_000027085.1	637910
GCA_000027185.1	637909
GCA_000027205.1	716540
GCA_000027265.1	634499
GCA_000046845.1	62977
GCA_000047365.1	273123
GCA_000048645.1	297246
GCA_000048665.1	297245
GCA_000050405.1	302409
GCA_000050425.1	254945
GCA_000055785.1	290398
GCA_000061505.1	418699
GCA_000063485.1	443906
GCA_000064305.2	402612
GCA_000067045.1	272568
GCA_000068525.2	471473
GCA_000068585.1	471472
GCA_000069965.1	529507
GCA_000070465.1	360910
GCA_000072485.1	522373
GCA_000073005.1	570417
GCA_000083545.1	661410
GCA_000083565.1	662598
GCA_000087965.1	380358
GCA_000090405.1	761659
GCA_000090875.1	641149
GCA_000090945.1	575609
GCA_000091125.1	452662
GCA_000091305.1	680198
GCA_000091345.1	592205
GCA_000091405.1	633699
GCA_000091465.1	693153
GCA_000091645.1	511691
GCA_000091725.1	754252
GCA_000091765.1	748671
GCA_000091985.1	679897
GCA_000092325.1	759350
GCA_000092385.1	749414
GCA_000092445.1	691437
GCA_000092545.1	400673
GCA_000092565.1	189518
GCA_000092665.1	707184
GCA_000092885.1	2654982
GCA_000092945.1	635013
GCA_000093065.1	515618
GCA_000093145.2	363952
GCA_000093165.1	600809
GCA_000093185.1	637913
GCA_000142965.1	563008
GCA_000143225.1	757424
GCA_000143585.1	563032
GCA_000143605.1	637380
GCA_000143645.1	525326
GCA_000143705.1	765874
GCA_000143725.1	759914
GCA_000143745.1	525338
GCA_000143785.1	525257
GCA_000143865.1	865867
GCA_000144005.1	765105
GCA_000144025.1	765115
GCA_000144085.1	765109
GCA_000144125.1	765116
GCA_000144205.1	765077
GCA_000144345.1	765098
GCA_000144955.1	869816
GCA_000145155.1	765088
GCA_000145315.2	457398
GCA_000145515.1	765104
GCA_000145685.1	629258
GCA_000145745.1	629259
GCA_000145845.1	629265
GCA_000145865.1	629266
GCA_000145945.2	573066
GCA_000146365.1	864563
GCA_000146405.1	864569
GCA_000146485.1	862512
GCA_000146565.1	655816
GCA_000146655.1	862513
GCA_000146755.1	864570
GCA_000146775.1	871562
GCA_000146835.1	864566
GCA_000146875.2	349520
GCA_000146895.1	871571
GCA_000147055.1	198628
GCA_000147215.1	749501
GCA_000147235.1	749523
GCA_000147255.1	749508
GCA_000147295.1	749494
GCA_000147455.1	749516
GCA_000147475.1	749515
GCA_000147495.1	749513
GCA_000147695.3	697303
GCA_000147795.3	693982
GCA_000147815.3	653045
GCA_000147835.3	690566
GCA_000147985.1	749490
GCA_000148045.1	749511
GCA_000148165.1	749492
GCA_000148185.1	749506
GCA_000148245.1	749496
GCA_000148265.1	749507
GCA_000148365.1	655817
GCA_000148465.1	1901
GCA_000148485.2	866770
GCA_000148505.2	585202
GCA_000148525.2	585203
GCA_000148545.2	585204
GCA_000148565.2	655813
GCA_000148745.1	798130
GCA_000148815.2	889932
GCA_000148855.1	765962
GCA_000148875.1	765963
GCA_000148895.1	765964
GCA_000148915.1	794851
GCA_000152185.2	188626
GCA_000152245.2	53442
GCA_000152285.1	271848
GCA_000152365.1	320374
GCA_000152605.1	52598
GCA_000152645.1	314267
GCA_000152925.3	313590
GCA_000153005.1	314290
GCA_000153265.1	314292
GCA_000153425.1	314280
GCA_000153505.1	314288
GCA_000153545.1	314266
GCA_000153625.1	393480
GCA_000153645.1	272629
GCA_000153785.1	404974
GCA_000153885.1	411463
GCA_000154005.1	417397
GCA_000154065.1	411462
GCA_000154085.1	411481
GCA_000154105.1	411477
GCA_000154125.1	411476
GCA_000154205.1	411479
GCA_000154225.1	411466
GCA_000154245.1	411489
GCA_000154265.1	442346
GCA_000154305.1	411490
GCA_000154365.1	411902
GCA_000154385.1	411485
GCA_000154405.1	411465
GCA_000154425.1	411474
GCA_000154485.1	445974
GCA_000154505.1	411468
GCA_000154525.1	449673
GCA_000154565.1	445972
GCA_000154745.2	383629
GCA_000154805.1	428126
GCA_000154865.1	471874
GCA_000154885.1	465541
GCA_000154965.1	463191
GCA_000155065.1	499174
GCA_000155085.1	471871
GCA_000155105.1	502347
GCA_000155205.1	471875
GCA_000155325.1	224308
GCA_000155395.1	398513
GCA_000155455.1	537970
GCA_000155495.1	537972
GCA_000155515.2	537973
GCA_000155575.1	391600
GCA_000155655.1	473788
GCA_000155815.1	483216
GCA_000155995.1	500639
GCA_000156015.1	511680
GCA_000156055.1	500633
GCA_000156075.1	483217
GCA_000156195.1	483215
GCA_000156215.1	445975
GCA_000156435.1	566461
GCA_000156455.1	457431
GCA_000156475.1	1886
GCA_000156515.1	553973
GCA_000156555.1	525244
GCA_000156595.1	548477
GCA_000156615.2	525264
GCA_000156635.1	518635
GCA_000156675.1	537007
GCA_000156775.1	528346
GCA_000156995.2	563797
GCA_000157015.1	457424
GCA_000157035.1	457388
GCA_000157055.1	469590
GCA_000157095.2	556258
GCA_000157195.1	565642
GCA_000157215.1	565652
GCA_000157255.1	565653
GCA_000157275.1	565651
GCA_000157355.2	565655
GCA_000157395.1	565647
GCA_000157415.1	565649
GCA_000157555.1	565658
GCA_000157575.1	565659
GCA_000157655.1	565663
GCA_000157755.1	520489
GCA_000157835.1	520459
GCA_000157875.1	520449
GCA_000157895.2	557599
GCA_000157935.1	537011
GCA_000157955.1	411471
GCA_000158015.1	518634
GCA_000158055.1	521000
GCA_000158095.1	244592
GCA_000158115.1	391586
GCA_000158215.2	469599
GCA_000158235.1	469605
GCA_000158255.1	469606
GCA_000158295.2	556263
GCA_000158315.2	469617
GCA_000158355.2	1639133
GCA_000158375.2	457396
GCA_000158435.2	613026
GCA_000158495.1	556269
GCA_000158575.1	391601
GCA_000158615.1	546274
GCA_000158635.1	566549
GCA_000158835.2	469615
GCA_000158855.1	591157
GCA_000158875.1	591158
GCA_000158895.1	253839
GCA_000158935.1	457428
GCA_000158975.1	467200
GCA_000159055.1	411486
GCA_000159115.1	525260
GCA_000159155.2	525284
GCA_000159175.1	525310
GCA_000159255.1	491074
GCA_000159375.2	525362
GCA_000159395.1	1423799
GCA_000159415.1	525365
GCA_000159455.2	491077
GCA_000159495.1	525337
GCA_000159575.1	525374
GCA_000159595.1	548478
GCA_000159795.1	559736
GCA_000159855.2	457392
GCA_000159875.2	818
GCA_000159915.2	469618
GCA_000160015.1	546273
GCA_000160215.1	525378
GCA_000160435.1	629741
GCA_000160455.1	592015
GCA_000160455.2	592015
GCA_000160495.1	546271
GCA_000160515.1	491076
GCA_000160595.1	586220
GCA_000160635.1	585501
GCA_000160675.1	638301
GCA_000160795.1	196164
GCA_000160815.2	525280
GCA_000160895.1	526980
GCA_000160935.1	526967
GCA_000160955.1	1890302
GCA_000161115.1	526978
GCA_000161175.1	526982
GCA_000161275.1	526987
GCA_000161335.1	1405
GCA_000161415.1	64104
GCA_000161495.1	527021
GCA_000161555.1	527027
GCA_000161675.1	527030
GCA_000161715.1	527019
GCA_000161735.1	527020
GCA_000161955.2	469609
GCA_000161995.1	645512
GCA_000162015.1	411483
GCA_000162035.1	575585
GCA_000162055.1	575586
GCA_000162075.1	575587
GCA_000162095.1	575588
GCA_000162115.1	575589
GCA_000162135.1	817
GCA_000162235.2	469604
GCA_000162255.1	575595
GCA_000162275.1	563193
GCA_000162295.1	575584
GCA_000162355.2	469603
GCA_000162375.2	575564
GCA_000162415.1	575615
GCA_000162455.1	575611
GCA_000162495.1	563037
GCA_000162635.1	585152
GCA_000162655.1	585155
GCA_000162775.1	645465
GCA_000162915.1	649760
GCA_000162935.1	649761
GCA_000163035.1	575612
GCA_000163095.1	563194
GCA_000163135.1	520448
GCA_000163175.1	550676
GCA_000163195.1	550677
GCA_000163355.2	525243
GCA_000163415.1	649742
GCA_000163435.1	525262
GCA_000163475.1	667128
GCA_000163595.1	667129
GCA_000163615.2	694569
GCA_000163635.1	575565
GCA_000163715.1	457416
GCA_000163735.1	450749
GCA_000163755.1	641146
GCA_000163775.2	641147
GCA_000163835.1	641144
GCA_000163855.1	536227
GCA_000163915.2	469602
GCA_000163955.1	500638
GCA_000163975.1	683082
GCA_000164035.1	742159
GCA_000164055.1	707232
GCA_000164115.1	649754
GCA_000164155.2	525370
GCA_000164235.1	749537
GCA_000164315.1	749531
GCA_000164355.1	749527
GCA_000164395.1	714995
GCA_000164495.1	749542
GCA_000164905.1	608538
GCA_000165085.1	329
GCA_000165125.2	796620
GCA_000165525.1	262728
GCA_000165575.1	262727
GCA_000165615.2	904144
GCA_000165635.2	907262
GCA_000165925.1	720555
GCA_000166035.1	748224
GCA_000166115.1	573059
GCA_000166195.3	714943
GCA_000166595.2	913088
GCA_000166695.1	632335
GCA_000166715.2	927691
GCA_000166795.1	913848
GCA_000166935.1	272951
GCA_000167135.1	267409
GCA_000167395.1	306264
GCA_000167415.1	306254
GCA_000167575.1	273384
GCA_000167915.2	344610
GCA_000167975.1	349968
GCA_000167995.1	349967
GCA_000168015.1	349966
GCA_000168035.1	349965
GCA_000168135.1	360108
GCA_000168315.3	383407
GCA_000168335.1	388272
GCA_000168535.1	393124
GCA_000168575.2	393126
GCA_000168855.1	399795
GCA_000168895.1	412966
GCA_000169015.1	411901
GCA_000169035.1	411903
GCA_000169195.2	345219
GCA_000169235.1	411461
GCA_000169475.1	411470
GCA_000169495.2	360117
GCA_000169775.1	375177
GCA_000169795.1	374928
GCA_000170195.2	439842
GCA_000170215.1	439846
GCA_000170315.1	441165
GCA_000170735.1	391592
GCA_000170775.1	391613
GCA_000170875.1	351016
GCA_000171115.1	447214
GCA_000171175.1	451755
GCA_000171195.1	451756
GCA_000171215.1	451757
GCA_000171255.1	454167
GCA_000171415.1	454168
GCA_000171515.1	465516
GCA_000171535.2	465517
GCA_000171575.1	453362
GCA_000171635.1	405948
GCA_000171695.1	453365
GCA_000171795.2	478547
GCA_000171855.1	333990
GCA_000172095.1	391624
GCA_000172115.1	487521
GCA_000172395.1	509633
GCA_000172455.1	488537
GCA_000172615.1	529885
GCA_000172815.1	536229
GCA_000172875.1	546340
GCA_000172895.1	546231
GCA_000173255.2	486408
GCA_000173335.1	521004
GCA_000173375.1	561180
GCA_000173395.1	557601
GCA_000173435.1	547043
GCA_000173455.1	566552
GCA_000173675.1	553177
GCA_000173695.1	573395
GCA_000173755.1	527005
GCA_000173815.1	478749
GCA_000173875.1	546266
GCA_000173935.1	546264
GCA_000173955.1	546268
GCA_000174055.1	573237
GCA_000174135.1	553212
GCA_000174155.1	591023
GCA_000174175.1	553218
GCA_000174215.1	187327
GCA_000174255.1	593586
GCA_000174295.1	593590
GCA_000174575.1	553583
GCA_000174655.1	547045
GCA_000174695.1	548476
GCA_000174715.1	596322
GCA_000174735.1	629742
GCA_000174935.1	645663
GCA_000174975.1	243161
GCA_000175055.1	630527
GCA_000175135.1	427081
GCA_000175155.1	427082
GCA_000175315.3	562973
GCA_000175355.1	655225
GCA_000175375.1	553207
GCA_000175395.2	592027
GCA_000175435.1	656913
GCA_000175655.1	553219
GCA_000175795.2	588581
GCA_000175875.1	553220
GCA_000175975.1	671074
GCA_000175995.1	671076
GCA_000176075.1	159254
GCA_000176095.1	638315
GCA_000176215.1	1481663
GCA_000176335.1	596323
GCA_000176355.1	685035
GCA_000176375.1	675806
GCA_000176415.1	675820
GCA_000176555.2	656417
GCA_000176575.2	656419
GCA_000176715.1	675815
GCA_000176775.1	596328
GCA_000176795.1	675817
GCA_000176835.2	682634
GCA_000176875.1	596312
GCA_000176955.1	596330
GCA_000176975.2	575598
GCA_000176995.2	575603
GCA_000177035.2	575604
GCA_000177055.1	679189
GCA_000177135.1	693750
GCA_000177315.1	553171
GCA_000177355.1	679191
GCA_000177435.1	686660
GCA_000177555.1	1000568
GCA_000177615.2	2716812
GCA_000177655.2	648999
GCA_000177755.1	713605
GCA_000178195.1	702446
GCA_000178275.1	702443
GCA_000178335.1	525256
GCA_000178395.2	634956
GCA_000178435.1	655812
GCA_000178495.1	228399
GCA_000178555.1	754256
GCA_000178815.2	595536
GCA_000178915.1	363952
GCA_000178935.2	585535
GCA_000179015.2	596153
GCA_000179055.1	752555
GCA_000179395.2	858619
GCA_000179435.1	863369
GCA_000179475.1	768728
GCA_000179495.1	768713
GCA_000179655.1	517433
GCA_000179675.1	866771
GCA_000179695.1	866773
GCA_000179715.1	866774
GCA_000179735.1	866776
GCA_000179755.1	866778
GCA_000179875.1	886872
GCA_000179935.1	879301
GCA_000179955.1	879302
GCA_000179975.1	879303
GCA_000180015.1	908339
GCA_000180055.1	904293
GCA_000180595.1	869214
GCA_000181575.2	445984
GCA_000181895.2	498742
GCA_000182255.1	513051
GCA_000182275.1	513052
GCA_000182725.1	470735
GCA_000182745.1	634177
GCA_000182855.2	695560
GCA_000183005.2	670897
GCA_000183115.1	887061
GCA_000183155.1	693978
GCA_000183205.2	908337
GCA_000183225.1	713603
GCA_000183285.1	713601
GCA_000183445.2	910314
GCA_000183465.2	910313
GCA_000183485.2	908612
GCA_000183505.2	879309
GCA_000183545.3	867903
GCA_000183565.2	908338
GCA_000183585.2	908340
GCA_000183605.2	910312
GCA_000183625.2	879310
GCA_000183645.1	931281
GCA_000183685.1	435837
GCA_000183705.1	435838
GCA_000183825.1	930942
GCA_000183985.1	873517
GCA_000184065.1	234831
GCA_000184325.1	903510
GCA_000184365.2	706437
GCA_000184435.1	278137
GCA_000184495.2	933264
GCA_000184925.1	637887
GCA_000185045.2	930946
GCA_000185145.2	873533
GCA_000185185.1	907238
GCA_000185205.1	907240
GCA_000185225.1	907237
GCA_000185245.1	907239
GCA_000185285.1	888052
GCA_000185345.1	888826
GCA_000185405.1	888801
GCA_000185425.1	887326
GCA_000185445.1	887899
GCA_000185465.1	1614
GCA_000185605.1	665953
GCA_000185625.1	665943
GCA_000185705.2	563192
GCA_000185885.1	937773
GCA_000185905.1	765698
GCA_000185925.2	412597
GCA_000186165.1	435832
GCA_000186185.1	562971
GCA_000186205.2	764544
GCA_000186505.1	742821
GCA_000186525.1	100884
GCA_000186545.1	742820
GCA_000186665.4	945556
GCA_000186705.2	517722
GCA_000186745.1	936156
GCA_000186945.1	706433
GCA_000186965.1	706439
GCA_000187005.1	743525
GCA_000187125.1	749551
GCA_000187445.1	435842
GCA_000187625.2	710393
GCA_000187665.2	741161
GCA_000187705.1	2703885
GCA_000187855.1	889201
GCA_000187935.2	873447
GCA_000187955.3	873448
GCA_000187975.3	873449
GCA_000187995.3	764298
GCA_000188015.3	764299
GCA_000188055.3	764291
GCA_000188275.1	888825
GCA_000188335.2	745015
GCA_000189255.2	945543
GCA_000189275.2	945550
GCA_000189395.2	933115
GCA_000189515.1	767462
GCA_000189595.1	742740
GCA_000189615.1	742741
GCA_000189695.2	886889
GCA_000189755.3	696369
GCA_000189775.3	858215
GCA_000190355.1	556261
GCA_000190375.2	987059
GCA_000190415.2	985867
GCA_000190475.2	981383
GCA_000190495.1	550694
GCA_000190735.2	762903
GCA_000190955.1	656420
GCA_000190995.1	656449
GCA_000191085.1	888815
GCA_000191105.1	888817
GCA_000191245.2	935594
GCA_000191365.1	888066
GCA_000191405.1	888828
GCA_000191465.1	935591
GCA_000191485.1	935588
GCA_000191685.2	928327
GCA_000191705.2	928328
GCA_000191725.2	879305
GCA_000191745.2	879306
GCA_000191765.2	944557
GCA_000191905.1	863638
GCA_000191925.1	331636
GCA_000192025.2	925775
GCA_000192105.1	994476
GCA_000192185.1	888809
GCA_000192205.1	888810
GCA_000192245.1	888811
GCA_000192275.1	888812
GCA_000192395.1	927701
GCA_000192435.2	644548
GCA_000192475.2	981384
GCA_000192705.1	929102
GCA_000192905.2	857581
GCA_000192925.2	857579
GCA_000192945.2	857578
GCA_000192985.2	857576
GCA_000193025.2	857574
GCA_000193245.2	945681
GCA_000193395.1	767031
GCA_000193415.2	715225
GCA_000193435.3	632516
GCA_000193515.2	743273
GCA_000193635.2	911104
GCA_000193735.2	933266
GCA_000193775.2	933269
GCA_000193795.2	933280
GCA_000193975.2	945433
GCA_000194745.1	999541
GCA_000194805.1	994484
GCA_000194905.1	765064
GCA_000194925.1	888742
GCA_000194965.1	888821
GCA_000195025.1	888813
GCA_000195105.1	996285
GCA_000195225.2	987060
GCA_000195475.2	909421
GCA_000195515.1	999891
GCA_000195535.1	984129
GCA_000195555.1	622488
GCA_000195615.1	762984
GCA_000195675.1	257310
GCA_000195775.1	258594
GCA_000195795.1	272626
GCA_000195815.1	257309
GCA_000196055.1	211110
GCA_000196075.1	218496
GCA_000196155.1	243265
GCA_000196395.1	382245
GCA_000196475.1	291112
GCA_000196575.1	565040
GCA_000196675.1	675635
GCA_000196695.1	685727
GCA_000196755.1	693745
GCA_000196835.1	749927
GCA_000196875.1	768066
GCA_000197875.1	866630
GCA_000200475.1	935897
GCA_000203735.2	1001746
GCA_000203895.1	318586
GCA_000203935.1	94122
GCA_000203955.1	331272
GCA_000204115.1	998088
GCA_000204155.1	263358
GCA_000204195.2	999386
GCA_000204315.2	2518989
GCA_000204395.2	929507
GCA_000204455.2	908341
GCA_000204545.1	941258
GCA_000204605.2	996637
GCA_000204625.1	1007064
GCA_000204985.1	909954
GCA_000205325.2	904347
GCA_000208425.2	909209
GCA_000208445.2	754330
GCA_000208465.2	754327
GCA_000208485.2	910237
GCA_000208505.2	910238
GCA_000208525.2	754336
GCA_000208565.2	754331
GCA_000208725.1	681573
GCA_000208825.1	878320
GCA_000209675.1	1005058
GCA_000209795.2	645657
GCA_000209935.1	657318
GCA_000209955.1	657317
GCA_000210015.1	657314
GCA_000210035.1	657313
GCA_000210155.1	663917
GCA_000210395.1	699037
GCA_000210555.1	717962
GCA_000210575.1	717959
GCA_000210655.1	718255
GCA_000210735.1	718252
GCA_000210835.1	862962
GCA_000210875.1	862964
GCA_000211215.2	904338
GCA_000211255.1	936153
GCA_000211375.1	511437
GCA_000211495.1	1001530
GCA_000211795.2	1007104
GCA_000211835.2	887062
GCA_000211855.3	983544
GCA_000212475.2	1017266
GCA_000212605.1	992186
GCA_000212655.2	77608
GCA_000212675.2	690850
GCA_000212755.2	347
GCA_000212775.2	1009854
GCA_000212795.1	888823
GCA_000212835.1	888820
GCA_000213135.1	585538
GCA_000213235.1	1209989
GCA_000213315.2	1007103
GCA_000213535.1	887327
GCA_000213905.1	1003238
GCA_000213935.2	863239
GCA_000213955.1	1009464
GCA_000213995.1	888063
GCA_000214095.3	743299
GCA_000214115.2	1029824
GCA_000214135.2	1029823
GCA_000214155.1	875328
GCA_000214195.1	768490
GCA_000214275.3	686340
GCA_000214295.2	944559
GCA_000214335.2	1030157
GCA_000214435.1	868595
GCA_000214495.2	1000568
GCA_000214555.2	1000570
GCA_000214595.2	1026882
GCA_000214615.2	82789
GCA_000214705.1	760568
GCA_000214785.1	190905
GCA_000214845.1	762633
GCA_000214985.2	903898
GCA_000215025.2	768727
GCA_000215065.1	547145
GCA_000215325.1	1031711
GCA_000215385.2	1005705
GCA_000215465.2	1029822
GCA_000215565.2	1000938
GCA_000215645.1	945711
GCA_000215665.1	945712
GCA_000215935.3	1033810
GCA_000215955.3	1033802
GCA_000216415.2	996809
GCA_000216455.2	996808
GCA_000217455.3	996805
GCA_000217655.1	545776
GCA_000217675.1	882102
GCA_000217755.2	1040964
GCA_000217835.1	941639
GCA_000217915.2	327275
GCA_000217935.2	506534
GCA_000218265.1	707241
GCA_000218345.1	817
GCA_000218365.1	457387
GCA_000218645.2	469601
GCA_000218655.1	457403
GCA_000218765.2	986075
GCA_000218785.2	1036674
GCA_000218805.2	862720
GCA_000218915.1	1036673
GCA_000219045.1	573569
GCA_000219125.2	1009370
GCA_000219295.2	1043206
GCA_000219565.1	999141
GCA_000219585.1	261292
GCA_000219705.1	1042876
GCA_000219745.1	1003200
GCA_000219765.1	1051072
GCA_000219785.1	979982
GCA_000219805.1	1045854
GCA_000219915.3	1036672
GCA_000219945.2	1037890
GCA_000219965.2	1037908
GCA_000220045.2	1008452
GCA_000220065.2	904294
GCA_000220085.2	1008453
GCA_000220155.2	385682
GCA_000220215.1	908937
GCA_000220235.1	997352
GCA_000220335.1	1027292
